Accession 	Parent Location 	Collected Location 	Method 	Order	Gene attempts	28S attempt	COI attempt	LCA order, if available	Combined order
NZAC03012994	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03012995	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013001	Plot 2 	Subplot C 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013002	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013003	Plot 2 	Subplot C 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013004	Plot 8 	Subplot O 	Leaf Litter Collection 	Insecta	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013005	Plot 2 	Subplot C 	Leaf Litter Collection 	Araneae	Both	28S	COI		Araneae
NZAC03013006	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013007	Plot 2 	Subplot C 	Leaf Litter Collection 	Geophilomorpha	Both	28S	COI		Geophilomorpha
NZAC03013008	Plot 2 	Subplot C 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI		Lepidoptera
NZAC03013009	Plot 2 	Subplot C 	Leaf Litter Collection 	Myriapoda	Both	28S	COI		Myriapoda
NZAC03013010	Plot 2 	Subplot C 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03013011	Plot 2 	Subplot C 	Leaf Litter Collection 	Arthropoda	Both	28S	COI	(Arthropoda)	(Arthropoda)
NZAC03013012	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013013	Plot 6 	Subplot N 	Leaf Litter Collection 	Thysanoptera	Both	28S	COI		Thysanoptera
NZAC03013014	Plot 2 	Subplot C 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013015	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013016	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013019	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013022	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013023	Plot 6 	Subplot N 	Leaf Litter Collection 	Geophilomorpha	Both	28S	COI	Geophilomorpha	Geophilomorpha
NZAC03013025	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03013033	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013036	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03013039	Plot 6 	Subplot N 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013041	Plot 6 	Subplot N 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013042	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013043	Plot 6 	Subplot N 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013045	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013061	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013082	CM30c30 	Subplot L 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013085	CM30c30 	Subplot L 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013094	Plot 6 	Subplot N 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03013095	Plot 6 	Subplot N 	Leaf Litter Collection 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013097	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013103	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013106	Plot 6 	Subplot N 	Leaf Litter Collection 	Arachnida	Both	28S	COI	Opiliones	Opiliones
NZAC03013115	Plot 6 	Subplot N 	Leaf Litter Collection 	Empty vial	Both	28S	COI	(Endopterygota)	(Endopterygota)
NZAC03013117	Plot 6 	Subplot N 	Leaf Litter Collection 	Lithobiomorpha	Both	28S	COI	Lithobiomorpha	Lithobiomorpha
NZAC03013119	Plot 6 	Subplot N 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013124	Plot 6 	Subplot N 	Leaf Litter Collection 	Diptera	28S only	28S		Diptera	Diptera
NZAC03013134	CM30c30 	Subplot L 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03013144	Plot 6 	Subplot N 	Leaf Litter Collection 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013146	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013147	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013153	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013159	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013169	Plot 6 	Subplot N 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03013175	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03013178	Plot 6 	Subplot N 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03013183	Plot 6 	Subplot N 	Leaf Litter Collection 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03013185	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013186	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013193	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013196	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013197	Plot 8 	Subplot O 	Leaf Litter Collection 	Hymenoptera	28S only	28S			Hymenoptera
NZAC03013205	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03013208	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	28S only	28S			Coleoptera
NZAC03013209	Plot 8 	Subplot O 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03013214	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013217	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013230	Plot 8 	Subplot O 	Leaf Litter Collection 	0	Both	28S	COI	Isopoda	Isopoda
NZAC03013231	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013232	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013233	Plot 8 	Subplot O 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013235	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013238	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03013244	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013254	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013255	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013257	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	28S only	28S		Hemiptera	Hemiptera
NZAC03013259	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013260	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013262	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013264	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03013266	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013267	Plot 8 	Subplot O 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03013269	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013273	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013275	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013276	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013279	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013281	Plot 8 	Subplot O 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Haplotaxida	Haplotaxida
NZAC03013282	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013283	Plot 8 	Subplot O 	Leaf Litter Collection 	0	Both	28S	COI	Isopoda	Isopoda
NZAC03013284	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013286	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	28S only	28S			Hemiptera
NZAC03013294	Plot 8 	Subplot O 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03013297	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013298	Plot 6 	Subplot I 	Leaf Litter Collection 	Geophilomorpha	Both	28S	COI	Geophilomorpha	Geophilomorpha
NZAC03013300	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03013301	Plot 8 	Subplot O 	Leaf Litter Collection 	0	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013303	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013309	Plot 6 	Subplot N 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013311	Plot 8 	Subplot O 	Leaf Litter Collection 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03013313	Plot 6 	Subplot N 	Leaf Litter Collection 	Diplopoda	28S only	28S		Polydesmida	Polydesmida
NZAC03013314	Plot 8 	Subplot O 	Leaf Litter Collection 	Psocoptera	Both	28S	COI		Psocoptera
NZAC03013317	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013319	Plot 6 	Subplot N 	Leaf Litter Collection 	Lepidoptera	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013322	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013325	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013326	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013328	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013329	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03013330	Plot 8 	Subplot O 	Leaf Litter Collection 	Insecta	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013331	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013332	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013333	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013335	Plot 8 	Subplot O 	Leaf Litter Collection 	Gastropoda	Both	28S	COI	(Gastropoda)	(Gastropoda)
NZAC03013336	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013340	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03013345	Plot 8 	Subplot O 	Leaf Litter Collection 	0	Both	28S	COI	Diptera	Diptera
NZAC03013346	Plot 8 	Subplot O 	Leaf Litter Collection 	Thysanoptera	28S only	28S		Thysanoptera	Thysanoptera
NZAC03013349	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013352	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013353	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013354	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	28S only	28S			Diptera
NZAC03013355	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013356	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013358	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013361	Plot 8 	Subplot O 	Leaf Litter Collection 	Insecta	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013362	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013364	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013366	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013367	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013370	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013371	Plot 8 	Subplot O 	Leaf Litter Collection 	Diplopoda	Both	28S	COI		Diplopoda
NZAC03013373	Plot 8 	Subplot O 	Leaf Litter Collection 	Insecta	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013374	Plot 8 	Subplot O 	Leaf Litter Collection 	Isopoda	Both	28S	COI		Isopoda
NZAC03013376	Plot 8 	Subplot O 	Leaf Litter Collection 	Insecta	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013377	Plot 8 	Subplot O 	Leaf Litter Collection 	Isopoda	Both	28S	COI	Isopoda	Isopoda
NZAC03013379	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	28S only	28S		Coleoptera	Coleoptera
NZAC03013380	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013382	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013386	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI		Diptera
NZAC03013388	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013392	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013398	Plot 8 	Subplot O 	Leaf Litter Collection 	Pseudoscorpiones	Both	28S	COI	Pseudoscorpiones	Pseudoscorpiones
NZAC03013402	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	28S only	28S			Coleoptera
NZAC03013403	Plot 8 	Subplot O 	Leaf Litter Collection 	Empty vial	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013404	Plot 8 	Subplot O 	Leaf Litter Collection 	Hymenoptera	28S only	28S			Hymenoptera
NZAC03013405	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013407	Plot 8 	Subplot O 	Leaf Litter Collection 	0	Both	28S	COI	Diptera	Diptera
NZAC03013408	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013413	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013418	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013420	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	28S only	28S			Coleoptera
NZAC03013428	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	28S only	28S			Coleoptera
NZAC03013437	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013438	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013441	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Isopoda	Both	28S	COI		Isopoda
NZAC03013443	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013444	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03013445	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013446	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	(Endopterygota)	(Endopterygota)
NZAC03013447	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013448	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013449	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013450	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013451	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013452	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013453	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013454	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013455	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI		Empty vial
NZAC03013456	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013457	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013458	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03013459	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013460	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Polydesmida	Polydesmida
NZAC03013461	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013462	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013463	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013464	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013465	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013466	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03013468	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI	Diptera	Diptera
NZAC03013469	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI		Amphipoda
NZAC03013470	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Arthropoda	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013471	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013473	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI		Empty vial
NZAC03013474	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013475	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013476	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013477	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013478	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Diptera	Diptera
NZAC03013479	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013480	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Thysanoptera	Thysanoptera
NZAC03013481	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013482	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013483	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013484	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI		Empty vial
NZAC03013485	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013486	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013487	Plot 4 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Lepidoptera	Lepidoptera
NZAC03013488	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013489	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013490	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Diplopoda	Both	28S	COI	Polydesmida	Polydesmida
NZAC03013491	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013492	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Hemiptera	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013493	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Both	28S	COI	Hemiptera	Hemiptera
NZAC03013494	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013495	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013496	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03013497	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI		Coleoptera
NZAC03013498	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013499	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013500	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013501	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Both	28S	COI	Diptera	Diptera
NZAC03013502	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013503	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Hemiptera	Both	28S	COI		Hemiptera
NZAC03013504	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013505	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013506	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Both	28S	COI	Hymenoptera	Hymenoptera
NZAC03013507	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013508	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Opiliones	Both	28S	COI	Opiliones	Opiliones
NZAC03013509	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
NZAC03013510	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Both	28S	COI	Coleoptera	Coleoptera
NZAC03013511	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Orthoptera	Both	28S	COI	Orthoptera	Orthoptera
NZAC03013514	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Araneae	Both	28S	COI	Araneae	Araneae
NZAC03013515	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Amphipoda	Both	28S	COI	Amphipoda	Amphipoda
