Accession 	Gene	Parent Location 	Collected Location 	Method 	Order	LCA order (if available)	Combined order
NZAC03012749	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012764	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012767	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012785	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	0	0	0
NZAC03012786	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	Gastropoda	(Gastropoda)	(Gastropoda)
NZAC03012788	Both	Plot 3 	Subplot N 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03012806	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	0	Lepidoptera	Lepidoptera
NZAC03012810	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Arthropoda	(Arthropoda)	(Arthropoda)
NZAC03012815	Both	Plot 3 	Subplot N 	Leaf Litter Collection 	Symphyla	0	Symphyla
NZAC03012822	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	0	0	0
NZAC03012825	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03012828	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012839	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012855	Both	Plot 3 	Subplot N 	Leaf Litter Collection 	Diptera	0	Diptera
NZAC03012860	Both	Plot 3 	Subplot N 	Leaf Litter Collection 	Diptera	0	Diptera
NZAC03012861	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03012862	Both	Plot 3 	Subplot N 	Leaf Litter Collection 	Isopoda	0	Isopoda
NZAC03012863	Both	Plot 3 	Subplot N 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03012866	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012867	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Araneae	Araneae	Araneae
NZAC03012872	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03012873	Both	Plot 3 	Subplot N 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03012876	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012883	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	0	(Endopterygota)	(Endopterygota)
NZAC03012889	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	0	0	0
NZAC03012893	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	0	0	0
NZAC03012899	28S	Plot 5 	Subplot I 	Leaf Litter Collection 	0	(Protostomia)	(Protostomia)
NZAC03012913	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012918	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Diplopoda	(Diplopoda)	(Diplopoda)
NZAC03012921	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Empty vial	(Insecta)	(Insecta)
NZAC03012923	Both	Plot 3 	Subplot N 	Leaf Litter Collection 	Hemiptera	0	Hemiptera
NZAC03012924	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012925	28S	Plot 3 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012937	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03012946	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Araneae	Araneae	Araneae
NZAC03012949	Both	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012958	Both	CM30c30 	Subplot L 	Leaf Litter Collection 	Empty vial	0	Empty vial
NZAC03012965	28S	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03012986	28S	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012989	28S	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03012992	28S	Plot 2 	Subplot C 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03013006	Both	Plot 2 	Subplot C 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013007	28S	Plot 2 	Subplot C 	Leaf Litter Collection 	Geophilomorpha	0	Geophilomorpha
NZAC03013009	28S	Plot 2 	Subplot C 	Leaf Litter Collection 	(Myriapoda)	0	(Myriapoda)
NZAC03013011	28S	Plot 2 	Subplot C 	Leaf Litter Collection 	Arthropoda	(Arthropoda)	(Arthropoda)
NZAC03013013	Both	Plot 6 	Subplot N 	Leaf Litter Collection 	Thysanoptera	0	Thysanoptera
NZAC03013019	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03013022	28S	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013039	28S	Plot 6 	Subplot N 	Leaf Litter Collection 	Lepidoptera	Lepidoptera	Lepidoptera
NZAC03013042	28S	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013043	28S	Plot 6 	Subplot N 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03013045	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03013144	28S	Plot 6 	Subplot N 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03013193	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013196	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013205	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	0	Hemiptera
NZAC03013208	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013217	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013232	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013238	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	0	Diptera
NZAC03013255	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013259	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013260	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013262	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013266	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013276	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013279	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013281	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Empty vial	Haplotaxida	Haplotaxida
NZAC03013286	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	0	Hemiptera
NZAC03013303	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013311	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03013314	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Psocoptera	0	Psocoptera
NZAC03013317	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013322	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013325	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013326	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013329	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	0	Hemiptera
NZAC03013336	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013340	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Hemiptera	0	Hemiptera
NZAC03013352	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013354	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	0	Diptera
NZAC03013356	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013362	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013364	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013366	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013370	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013371	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03013380	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013382	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013386	Both	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	0	Diptera
NZAC03013388	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013405	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013407	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	0	Diptera	Diptera
NZAC03013413	28S	Plot 8 	Subplot O 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013420	28S	Plot 6 	Subplot N 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013441	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Isopoda	0	Isopoda
NZAC03013443	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	0	Amphipoda
NZAC03013446	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	(Endopterygota)	(Endopterygota)
NZAC03013447	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013452	28S	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Amphipoda	Amphipoda	Amphipoda
NZAC03013454	28S	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013455	Both	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	0	Empty vial
NZAC03013462	28S	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Amphipoda	Amphipoda
NZAC03013463	Both	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013465	28S	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013468	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Arthropoda	Diptera	Diptera
NZAC03013469	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	0	Amphipoda
NZAC03013473	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	0	Empty vial
NZAC03013480	28S	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Empty vial	Thysanoptera	Thysanoptera
NZAC03013493	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Hemiptera	Hemiptera
NZAC03013500	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013501	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Diptera	Diptera
NZAC03013503	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Hemiptera	0	Hemiptera
NZAC03013504	28S	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03013509	28S	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Amphipoda	Amphipoda	Amphipoda
NZAC03013515	28S	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Amphipoda	Amphipoda	Amphipoda
NZAC03013516	Both	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Diplopoda	0	(Diplopoda)
NZAC03013518	Both	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	0	Hymenoptera
NZAC03013521	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	0	Amphipoda
NZAC03013525	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013527	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013528	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	0	Amphipoda
NZAC03013530	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	0	Amphipoda
NZAC03013534	28S	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Isopoda	Isopoda	Isopoda
NZAC03013543	28S	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013544	28S	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Amphipoda	Amphipoda	Amphipoda
NZAC03013554	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013555	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Isopoda	0	Isopoda
NZAC03013557	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Araneae	0	Araneae
NZAC03013560	28S	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03013561	28S	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Insecta	0	(Insecta)
NZAC03013562	28S	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013563	Both	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	0	0	0
NZAC03013564	28S	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013581	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013583	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	0	Amphipoda
NZAC03013592	28S	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013593	Both	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	0	Empty vial
NZAC03013595	Both	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	0	Diptera
NZAC03013602	28S	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	Diptera	Diptera
NZAC03013610	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013611	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Diptera	Diptera
NZAC03013618	28S	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Diptera	Diptera	Diptera
NZAC03013624	28S	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	0	Diptera	Diptera
NZAC03013625	28S	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013630	Both	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Empty vial	0	Empty vial
NZAC03013631	28S	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Amphipoda	Amphipoda
NZAC03013632	28S	Plot 6 	Subplot E 	Invertebrate Pitfall Trap 	Diptera	Diptera	Diptera
NZAC03013635	Both	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013638	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013639	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Arthropoda	Hemiptera	Hemiptera
NZAC03013641	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	0	Amphipoda
NZAC03013647	28S	Plot 2 	Subplot M 	Invertebrate Pitfall Trap 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03013650	28S	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Empty vial	Diptera	Diptera
NZAC03013658	28S	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03013660	28S	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Empty vial	Diptera	Diptera
NZAC03013661	28S	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013663	Both	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Coleoptera	0	Coleoptera
NZAC03013666	28S	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Lepidoptera	Lepidoptera	Lepidoptera
NZAC03013670	Both	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	0	Amphipoda
NZAC03013673	28S	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Diptera	Diptera	Diptera
NZAC03013674	28S	Plot 3 	Subplot H 	Invertebrate Pitfall Trap 	Diptera	Diptera	Diptera
NZAC03013679	28S	Plot 5 	Subplot A 	Invertebrate Pitfall Trap 	Empty vial	Hemiptera	Hemiptera
NZAC03013682	Both	Plot 2 	Subplot E 	Invertebrate Pitfall Trap 	Isopoda	0	Isopoda
NZAC03013683	Both	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Hymenoptera	0	Hymenoptera
NZAC03013685	28S	Plot 3 	Subplot A 	Invertebrate Pitfall Trap 	Amphipoda	Amphipoda	Amphipoda
NZAC03013729	Both	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	0	Hemiptera
NZAC03013733	Both	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013751	Both	LB1 	Subplot E 	Leaf Litter Collection 	Empty vial	0	Empty vial
NZAC03013754	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013763	Both	LB1 	Subplot E 	Leaf Litter Collection 	Empty vial	0	Empty vial
NZAC03013771	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013802	Both	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03013805	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013806	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013815	28S	LB1 	Subplot E 	Leaf Litter Collection 	Pseudoscorpiones	Pseudoscorpiones	Pseudoscorpiones
NZAC03013828	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013832	Both	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03013851	28S	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03013853	28S	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03013861	28S	LB1 	Subplot E 	Leaf Litter Collection 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03013863	Both	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013883	28S	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	(Endopterygota)	(Endopterygota)
NZAC03013887	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013893	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013901	28S	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03013905	28S	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013907	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013913	Both	LB1 	Subplot E 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03013914	28S	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013916	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013917	Both	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013919	Both	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013938	28S	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03013947	Both	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03013958	28S	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013959	28S	LB1 	Subplot E 	Leaf Litter Collection 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03013960	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013976	28S	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03013980	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013985	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013989	Both	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03013992	28S	LB1 	Subplot E 	Leaf Litter Collection 	Hymenoptera	0	Hymenoptera
NZAC03013993	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03013998	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Hymenoptera	Hymenoptera	Hymenoptera
NZAC03014004	28S	LB1 	Subplot E 	Leaf Litter Collection 	Lepidoptera	Lepidoptera	Lepidoptera
NZAC03014019	28S	LB1 	Subplot E 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03014025	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014026	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014032	28S	LB1 	Subplot E 	Leaf Litter Collection 	Arachnida	Opiliones	Opiliones
NZAC03014036	28S	LB1 	Subplot E 	Leaf Litter Collection 	Arachnida	Opiliones	Opiliones
NZAC03014041	Both	LB1 	Subplot E 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03014046	Both	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	0	Amphipoda
NZAC03014054	Both	LB1 	Subplot E 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03014071	28S	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03014075	28S	LB1 	Subplot E 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03014078	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014082	28S	LB1 	Subplot E 	Leaf Litter Collection 	Empty vial	(Endopterygota)	(Endopterygota)
NZAC03014095	Both	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03014100	28S	LB1 	Subplot E 	Leaf Litter Collection 	Hemiptera	Hemiptera	Hemiptera
NZAC03014115	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014120	Both	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03014151	Both	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03014155	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03014156	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03014158	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03014201	Both	CM30c30 	Subplot L 	Leaf Litter Collection 	Diplopoda	0	(Diplopoda)
NZAC03014211	Both	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03014214	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03014216	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Insecta	(Endopterygota)	(Endopterygota)
NZAC03014253	Both	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03014258	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Diptera	Diptera	Diptera
NZAC03014259	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Amphipoda	Amphipoda	Amphipoda
NZAC03014272	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014292	Both	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC03014318	28S	LB1 	Subplot E 	Leaf Litter Collection 	Lepidoptera	0	Lepidoptera
NZAC03014331	28S	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014355	28S	CM30c30 	Subplot L 	Leaf Litter Collection 	Coleoptera	Coleoptera	Coleoptera
NZAC03014417	Both	LB1 	Subplot E 	Leaf Litter Collection 	Empty vial	0	Empty vial
NZAC03014423	Both	LB1 	Subplot E 	Leaf Litter Collection 	Coleoptera	0	Coleoptera
NZAC04041423	28S	CM30c30 	Subplot M 	Invertebrate Pitfall Trap 	Amphipoda	Amphipoda	Amphipoda
NZAC03006218	COI	CM30c30 	Subplot N 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
NZAC03006286	COI	CM30c30 	Subplot N 	Invertebrate Pitfall Trap 	Araneae	Araneae	Araneae
NZAC03006300	COI	CM30c30 	Subplot N 	Invertebrate Pitfall Trap 	Orthoptera	0	Orthoptera
NZAC03006322	COI	CM30c30 	Subplot N 	Invertebrate Pitfall Trap 	Diptera	Diptera	Diptera
NZAC03006350	COI	CM30c30 	Subplot N 	Invertebrate Pitfall Trap 	Diptera	Diptera	Diptera
NZAC03006365	COI	CM30c30 	Subplot N 	Invertebrate Pitfall Trap 	Araneae	0	Araneae
NZAC03006371	COI	CM30c30 	Subplot N 	Invertebrate Pitfall Trap 	Coleoptera	Coleoptera	Coleoptera
