NZAC	Plot	Method	LCA	LCA_rank	Gene	Phylum	Class	Order
NZAC03014301	Plot_CM30c30	Leaf-Litter	Symphyla	order	28S only	Arthropoda	(Myriapoda)	Symphyla
NZAC03010347	Plot_7	Leaf-Litter	Eupulmonata	no rank	28S only	Mollusca	Gastropoda	(Gastropoda)
NZAC03014107	Plot_LB1	Leaf-Litter	Hymenoptera	order	28S only	Arthropoda	Insecta	Hymenoptera
NZAC03014360	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010348	Plot_7	Leaf-Litter	Eupulmonata	no rank	28S only	Mollusca	Gastropoda	(Gastropoda)
NZAC03010377	Plot_7	Leaf-Litter	Opiliones	order	28S only	Arthropoda	Arachnida	Opiliones
NZAC03014306	Plot_CM30c30	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03010387	Plot_7	Leaf-Litter	Eupulmonata	no rank	28S only	Mollusca	Gastropoda	(Gastropoda)
NZAC03014443	Plot_LB1	Leaf-Litter	Lepidoptera	order	28S only	Arthropoda	Insecta	Lepidoptera
NZAC03010381	Plot_7	Leaf-Litter	Pseudoscorpiones	order	28S only	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03010780	Plot_2	Pitfall-Trap	Endomychidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03013466	Plot_5	Pitfall-Trap	Orthoptera	order	28S only	Arthropoda	Insecta	Orthoptera
NZAC03013498	Plot_5	Pitfall-Trap	Araneae	order	28S only	Arthropoda	Arachnida	Araneae
NZAC03013640	Plot_5	Pitfall-Trap	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03013117	Plot_6	Leaf-Litter	Lithobiomorpha	order	28S only	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03013183	Plot_6	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03012155	Plot_6	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03010919	Plot_6	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03012065	Plot_6	Leaf-Litter	Isopoda	order	28S only	Arthropoda	Malacostraca	Isopoda
NZAC03012162	Plot_6	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03012109	Plot_6	Leaf-Litter	Isopoda	order	28S only	Arthropoda	Malacostraca	Isopoda
NZAC03012135	Plot_6	Leaf-Litter	Aphidoidea	superfamily	28S only	Arthropoda	Insecta	Hemiptera
NZAC03011289	Plot_6	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03011351	Plot_6	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03013106	Plot_6	Leaf-Litter	Opiliones	order	28S only	Arthropoda	Arachnida	Opiliones
NZAC03013178	Plot_6	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03013545	Plot_2	Pitfall-Trap	Hemiptera	order	28S only	Arthropoda	Insecta	Hemiptera
NZAC03013548	Plot_2	Pitfall-Trap	Hemiptera	order	28S only	Arthropoda	Insecta	Hemiptera
NZAC03013490	Plot_2	Pitfall-Trap	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03013599	Plot_2	Pitfall-Trap	Hemiptera	order	28S only	Arthropoda	Insecta	Hemiptera
NZAC03013492	Plot_2	Pitfall-Trap	Hemiptera	order	28S only	Arthropoda	Insecta	Hemiptera
NZAC03009169	Plot_LB1	Pitfall-Trap	Scaphidiinae	subfamily	28S only	Arthropoda	Insecta	Coleoptera
NZAC03009108	Plot_LB1	Pitfall-Trap	Scaphidiinae	subfamily	28S only	Arthropoda	Insecta	Coleoptera
NZAC03009113	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S only	Arthropoda	Insecta	Coleoptera
NZAC03009249	Plot_LB1	Pitfall-Trap	Coleoptera	order	28S only	Arthropoda	Insecta	Coleoptera
NZAC03006218	Plot_CM30c30	Pitfall-Trap	Coleoptera	order	28S only	Arthropoda	Insecta	Coleoptera
NZAC03013508	Plot_2	Pitfall-Trap	Opiliones	order	28S only	Arthropoda	Arachnida	Opiliones
NZAC03013477	Plot_2	Pitfall-Trap	Hemiptera	order	28S only	Arthropoda	Insecta	Hemiptera
NZAC03013506	Plot_2	Pitfall-Trap	Hymenoptera	order	28S only	Arthropoda	Insecta	Hymenoptera
NZAC03011637	Plot_6	Pitfall-Trap	Coleoptera	order	28S only	Arthropoda	Insecta	Coleoptera
NZAC03011554	Plot_6	Pitfall-Trap	Coleoptera	order	28S only	Arthropoda	Insecta	Coleoptera
NZAC03011663	Plot_6	Pitfall-Trap	Thysanoptera	order	28S only	Arthropoda	Insecta	Thysanoptera
NZAC03011493	Plot_6	Pitfall-Trap	Hymenoptera	order	28S only	Arthropoda	Insecta	Hymenoptera
NZAC03011436	Plot_6	Pitfall-Trap	Staphylinidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03011439	Plot_6	Pitfall-Trap	Hymenoptera	order	28S only	Arthropoda	Insecta	Hymenoptera
NZAC03013010	Plot_2	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03011396	Plot_2	Leaf-Litter	Thysanoptera	order	28S only	Arthropoda	Insecta	Thysanoptera
NZAC03012929	Plot_3	Leaf-Litter	Pselaphinae	subfamily	28S only	Arthropoda	Insecta	Coleoptera
NZAC03012991	Plot_2	Leaf-Litter	Curculionidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010411	Plot_1	Leaf-Litter	Isopoda	order	28S only	Arthropoda	Malacostraca	Isopoda
NZAC03012868	Plot_3	Leaf-Litter	Hemiptera	order	28S only	Arthropoda	Insecta	Hemiptera
NZAC03012910	Plot_3	Leaf-Litter	Hemiptera	order	28S only	Arthropoda	Insecta	Hemiptera
NZAC03012770	Plot_3	Leaf-Litter	Symphyla	order	28S only	Arthropoda	(Myriapoda)	Symphyla
NZAC03012720	Plot_3	Leaf-Litter	Staphylinidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03012731	Plot_3	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03012780	Plot_3	Leaf-Litter	Hemiptera	order	28S only	Arthropoda	Insecta	Hemiptera
NZAC03012713	Plot_3	Leaf-Litter	Curculionidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03012721	Plot_3	Leaf-Litter	Lithobiomorpha	order	28S only	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03012756	Plot_3	Leaf-Litter	Lepidoptera	order	28S only	Arthropoda	Insecta	Lepidoptera
NZAC03012741	Plot_3	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03012853	Plot_3	Leaf-Litter	Symphyla	order	28S only	Arthropoda	(Myriapoda)	Symphyla
NZAC03012715	Plot_3	Leaf-Litter	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03012775	Plot_3	Leaf-Litter	Formicidae	family	28S only	Arthropoda	Insecta	Hymenoptera
NZAC03012784	Plot_3	Leaf-Litter	Pseudoscorpiones	order	28S only	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012752	Plot_3	Leaf-Litter	Coleoptera	order	28S only	Arthropoda	Insecta	Coleoptera
NZAC03012789	Plot_3	Leaf-Litter	Symphyla	order	28S only	Arthropoda	(Myriapoda)	Symphyla
NZAC03009221	Plot_1	Leaf-Litter	Lepidoptera	order	28S only	Arthropoda	Insecta	Lepidoptera
NZAC03010100	Plot_1	Leaf-Litter	Ptiliidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010130	Plot_1	Leaf-Litter	Ptiliidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010131	Plot_1	Leaf-Litter	Curculionidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03009089	Plot_1	Leaf-Litter	Lepidoptera	order	28S only	Arthropoda	Insecta	Lepidoptera
NZAC03009203	Plot_1	Leaf-Litter	Lepidoptera	order	28S only	Arthropoda	Insecta	Lepidoptera
NZAC03009207	Plot_1	Leaf-Litter	Formicidae	family	28S only	Arthropoda	Insecta	Hymenoptera
NZAC03010061	Plot_1	Leaf-Litter	Lepidoptera	order	28S only	Arthropoda	Insecta	Lepidoptera
NZAC03010101	Plot_1	Leaf-Litter	Isopoda	order	28S only	Arthropoda	Malacostraca	Isopoda
NZAC03010103	Plot_1	Leaf-Litter	Lepidoptera	order	28S only	Arthropoda	Insecta	Lepidoptera
NZAC03010119	Plot_1	Leaf-Litter	Ptiliidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010133	Plot_1	Leaf-Litter	Ptiliidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010134	Plot_1	Leaf-Litter	Hymenoptera	order	28S only	Arthropoda	Insecta	Hymenoptera
NZAC03010221	Plot_1	Leaf-Litter	Ptiliidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010062	Plot_1	Leaf-Litter	Lepidoptera	order	28S only	Arthropoda	Insecta	Lepidoptera
NZAC03010080	Plot_1	Leaf-Litter	Opiliones	order	28S only	Arthropoda	Arachnida	Opiliones
NZAC03010108	Plot_1	Leaf-Litter	Lepidoptera	order	28S only	Arthropoda	Insecta	Lepidoptera
NZAC03010123	Plot_1	Leaf-Litter	Ptiliidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03009213	Plot_1	Leaf-Litter	Lepidoptera	order	28S only	Arthropoda	Insecta	Lepidoptera
NZAC03010082	Plot_1	Leaf-Litter	Staphylinidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010083	Plot_1	Leaf-Litter	Curculionidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010096	Plot_1	Leaf-Litter	Ptiliidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010109	Plot_1	Leaf-Litter	Ptiliidae	family	28S only	Arthropoda	Insecta	Coleoptera
NZAC03010747	Plot_CM30c30	Pitfall-Trap	Polydesmida	order	28S only	Arthropoda	Diplopoda	Polydesmida
NZAC03010760	Plot_CM30c30	Pitfall-Trap	Coleoptera	order	28S only	Arthropoda	Insecta	Coleoptera
NZAC03013880	Plot_LB1	Leaf-Litter	Coleoptera	order	28S only	Arthropoda	Insecta	Coleoptera
NZAC03013231	Plot_8	Leaf-Litter	Aphidoidea	superfamily	28S only	Arthropoda	Insecta	Hemiptera
NZAC03013618	Plot_2	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013452	Plot_2	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013592	Plot_2	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013504	Plot_2	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03013465	Plot_3	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013462	Plot_3	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010728	Plot_1	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03013666	Plot_3	Pitfall-Trap	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03011585	Plot_3	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013325	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012481	Plot_8	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013217	Plot_8	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013276	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013631	Plot_3	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013362	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013405	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012482	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013259	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013279	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013562	Plot_3	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013345	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013364	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013377	Plot_8	Leaf-Litter	Isopoda	order	COI only	Arthropoda	Malacostraca	Isopoda
NZAC03013407	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013281	Plot_8	Leaf-Litter	Haplotaxida	order	COI only	Annelida	(Oligochaeta)	Haplotaxida
NZAC03013303	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013668	Plot_3	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013366	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013380	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013408	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013262	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013367	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013634	Plot_3	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03013382	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013413	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012663	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013370	Plot_8	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013284	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013317	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013333	Plot_8	Leaf-Litter	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03013388	Plot_8	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011502	Plot_3	Pitfall-Trap	Thysanoptera	order	COI only	Arthropoda	Insecta	Thysanoptera
NZAC03010811	Plot_2	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010896	Plot_1	Pitfall-Trap	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03010636	Plot_2	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011528	Plot_3	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010830	Plot_2	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03011556	Plot_3	Pitfall-Trap	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03010796	Plot_2	Pitfall-Trap	Tettigoniidae	family	COI only	Arthropoda	Insecta	Orthoptera
NZAC03009051	Plot_LB1	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03009311	Plot_LB1	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03009121	Plot_LB1	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03009119	Plot_LB1	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013564	Plot_3	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03009061	Plot_LB1	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013685	Plot_3	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03011817	Plot_4	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010575	Plot_6	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011557	Plot_3	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03009005	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03006328	Plot_CM30c30	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03009007	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013673	Plot_3	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03006331	Plot_CM30c30	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03009150	Plot_LB1	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03010469	Plot_6	Pitfall-Trap	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03009256	Plot_LB1	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03009246	Plot_LB1	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010827	Plot_2	Pitfall-Trap	Endomychidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03009094	Plot_LB1	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013544	Plot_2	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010710	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03011464	Plot_6	Pitfall-Trap	Pancrustacea	no rank	COI only	Arthropoda	(Arthropoda)	(Arthropoda)
NZAC03009316	Plot_LB1	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03009098	Plot_LB1	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03011445	Plot_3	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03010685	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010749	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010707	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010758	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013515	Plot_2	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03009202	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010522	Plot_6	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010489	Plot_6	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010540	Plot_6	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010688	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03009340	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03009196	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03009197	Plot_CM30c30	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03009090	Plot_LB1	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03010455	Plot_6	Pitfall-Trap	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03011453	Plot_4	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013674	Plot_3	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013650	Plot_3	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03010901	Plot_1	Pitfall-Trap	Salpingidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013624	Plot_3	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013680	Plot_3	Pitfall-Trap	Tettigoniidae	family	COI only	Arthropoda	Insecta	Orthoptera
NZAC03013676	Plot_3	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03013626	Plot_3	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013509	Plot_3	Pitfall-Trap	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03013454	Plot_3	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03013660	Plot_3	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03011422	Plot_3	Pitfall-Trap	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03011650	Plot_3	Pitfall-Trap	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03011553	Plot_3	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011480	Plot_3	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03011424	Plot_3	Pitfall-Trap	Pseudoscorpiones	order	COI only	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011505	Plot_3	Pitfall-Trap	Formicidae	family	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03011477	Plot_3	Pitfall-Trap	Hymenoptera	order	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03011532	Plot_4	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012211	Plot_4	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012237	Plot_4	Leaf-Litter	Poduromorpha	suborder	COI only	Arthropoda	Ellipura	Collembola
NZAC03012247	Plot_4	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012212	Plot_4	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012297	Plot_4	Leaf-Litter	Ptiliidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012251	Plot_4	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012267	Plot_4	Leaf-Litter	Pseudoscorpiones	order	COI only	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012282	Plot_4	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012232	Plot_4	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011447	Plot_4	Pitfall-Trap	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012285	Plot_4	Leaf-Litter	Ptiliidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012205	Plot_4	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012243	Plot_4	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012303	Plot_4	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012255	Plot_4	Leaf-Litter	Hexapoda	superclass	COI only	Arthropoda	(Hexapoda)	(Hexapoda)
NZAC03012275	Plot_4	Leaf-Litter	Isopoda	order	COI only	Arthropoda	Malacostraca	Isopoda
NZAC03011476	Plot_4	Pitfall-Trap	Araneae	order	COI only	Arthropoda	Arachnida	Araneae
NZAC03012417	Plot_4	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012351	Plot_4	Leaf-Litter	Ptiliidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012331	Plot_4	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011614	Plot_4	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012368	Plot_4	Leaf-Litter	Pseudoscorpiones	order	COI only	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03011448	Plot_4	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03012385	Plot_4	Leaf-Litter	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012348	Plot_4	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03011471	Plot_4	Pitfall-Trap	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03011675	Plot_6	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011721	Plot_6	Leaf-Litter	Amphipoda	order	COI only	Arthropoda	Malacostraca	Amphipoda
NZAC03011812	Plot_6	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011876	Plot_6	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012907	Plot_5	Leaf-Litter	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03011688	Plot_6	Leaf-Litter	Trogidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011642	Plot_4	Pitfall-Trap	Curculionidae	family	COI only	Arthropoda	Insecta	Coleoptera
NZAC03011895	Plot_6	Leaf-Litter	Coleoptera	order	COI only	Arthropoda	Insecta	Coleoptera
NZAC03012613	Plot_5	Leaf-Litter	Endopterygota	infraclass	COI only	Arthropoda	Insecta	(Endopterygota)
NZAC03011706	Plot_6	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03011793	Plot_6	Leaf-Litter	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03011896	Plot_6	Leaf-Litter	Lepidoptera	order	COI only	Arthropoda	Insecta	Lepidoptera
NZAC03012009	Plot_6	Leaf-Litter	Diptera	order	COI only	Arthropoda	Insecta	Diptera
NZAC03011527	Plot_4	Pitfall-Trap	Hymenoptera	order	COI only	Arthropoda	Insecta	Hymenoptera
NZAC03012534	Plot_5	Leaf-Litter	Hemiptera	order	COI only	Arthropoda	Insecta	Hemiptera
NZAC03011797	Plot_6	Leaf-Litter	Pselaphinae	subfamily	COI only	Arthropoda	Insecta	Coleoptera
