NZAC	Plot	Method	LCA	LCA_rank	Gene	Phylum	Class	Order
NZAC03012845	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012846	Plot_5	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03012851	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012852	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012858	Plot_3	Leaf-Litter	Lithobiomorpha	order	28S and COI	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03012864	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012870	Plot_3	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03012871	Plot_3	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03012874	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012895	Plot_5	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012897	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012900	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012901	Plot_5	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03012902	Plot_5	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012911	Plot_3	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012915	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012919	Plot_3	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012927	Plot_3	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03012928	Plot_3	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03012933	Plot_CM30c30	Leaf-Litter	Lithobiomorpha	order	28S and COI	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03012939	Plot_CM30c30	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03012947	Plot_CM30c30	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012950	Plot_CM30c30	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03012962	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012973	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012990	Plot_2	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03012993	Plot_2	Leaf-Litter	Lithobiomorpha	order	28S and COI	Arthropoda	Chilopoda	Lithobiomorpha
NZAC03013001	Plot_2	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03013004	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013012	Plot_2	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013014	Plot_2	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03013015	Plot_2	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013016	Plot_2	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013025	Plot_6	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03013033	Plot_6	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013085	Plot_CM30c30	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03013094	Plot_6	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03013103	Plot_6	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013115	Plot_6	Leaf-Litter	Endopterygota	infraclass	28S and COI	Arthropoda	Insecta	(Endopterygota)
NZAC03013119	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03013146	Plot_6	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013153	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013169	Plot_6	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03013186	Plot_8	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013209	Plot_8	Leaf-Litter	Eupulmonata	no rank	28S and COI	Mollusca	Gastropoda	(Gastropoda)
NZAC03013214	Plot_8	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013230	Plot_8	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03013233	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013235	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013244	Plot_8	Leaf-Litter	Cercopidae	family	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03013254	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013267	Plot_8	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03013273	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013275	Plot_8	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013282	Plot_8	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013283	Plot_8	Leaf-Litter	Isopoda	order	28S and COI	Arthropoda	Malacostraca	Isopoda
NZAC03013297	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013301	Plot_8	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03013309	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03013319	Plot_6	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03013328	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013330	Plot_8	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03013331	Plot_8	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013332	Plot_8	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03013355	Plot_8	Leaf-Litter	Cercopidae	family	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03013358	Plot_8	Leaf-Litter	Pselaphinae	subfamily	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013361	Plot_8	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03013373	Plot_8	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03013376	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013392	Plot_6	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013403	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013418	Plot_8	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013437	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013438	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013445	Plot_5	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013448	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013449	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013450	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013451	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013453	Plot_3	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013456	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013457	Plot_2	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013458	Plot_2	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03013459	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013461	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013470	Plot_5	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013475	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013476	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013479	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013481	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013482	Plot_3	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013483	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013485	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013486	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013488	Plot_2	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013489	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013491	Plot_2	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013494	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013495	Plot_5	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013496	Plot_3	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03013499	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013505	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013507	Plot_3	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013510	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013511	Plot_3	Pitfall-Trap	Tettigoniidae	family	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03013514	Plot_2	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013519	Plot_3	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013522	Plot_5	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03013524	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013526	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013531	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013532	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013533	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013536	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013539	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013540	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013541	Plot_2	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013546	Plot_2	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013552	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013556	Plot_5	Pitfall-Trap	Orthoptera	order	28S and COI	Arthropoda	Insecta	Orthoptera
NZAC03013558	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013559	Plot_5	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013565	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013566	Plot_3	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013568	Plot_3	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013570	Plot_2	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013571	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013576	Plot_3	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013579	Plot_5	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013582	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013584	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013585	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013586	Plot_5	Pitfall-Trap	Archaeognatha	order	28S and COI	Arthropoda	Insecta	Archaeognatha
NZAC03013588	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013589	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013591	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013594	Plot_3	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013596	Plot_3	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013598	Plot_2	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013600	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013603	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013606	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013607	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013608	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013613	Plot_5	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013614	Plot_5	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013615	Plot_5	Pitfall-Trap	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013616	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013617	Plot_2	Pitfall-Trap	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013619	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013620	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013622	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013623	Plot_3	Pitfall-Trap	Thysanoptera	order	28S and COI	Arthropoda	Insecta	Thysanoptera
NZAC03013627	Plot_3	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013628	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013629	Plot_2	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013637	Plot_5	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013642	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013644	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013645	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013646	Plot_2	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013648	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013649	Plot_3	Pitfall-Trap	Thysanoptera	order	28S and COI	Arthropoda	Insecta	Thysanoptera
NZAC03013651	Plot_3	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013653	Plot_2	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013654	Plot_2	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013656	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013657	Plot_2	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013664	Plot_5	Pitfall-Trap	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013667	Plot_5	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013672	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013675	Plot_2	Pitfall-Trap	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013677	Plot_3	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013681	Plot_2	Pitfall-Trap	Salpingidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013684	Plot_2	Pitfall-Trap	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03013703	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013715	Plot_LB1	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013717	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013734	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013735	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013742	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013761	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013765	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013804	Plot_LB1	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013834	Plot_LB1	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013844	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013845	Plot_LB1	Leaf-Litter	Lepidoptera	order	28S and COI	Arthropoda	Insecta	Lepidoptera
NZAC03013852	Plot_LB1	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03013864	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013878	Plot_LB1	Leaf-Litter	Polydesmida	order	28S and COI	Arthropoda	Diplopoda	Polydesmida
NZAC03013892	Plot_LB1	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013898	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013922	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013931	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013936	Plot_LB1	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013954	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013984	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03013986	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014024	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014043	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014047	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014050	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014073	Plot_LB1	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03014079	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014093	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014144	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014146	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014194	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014197	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014203	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014218	Plot_CM30c30	Leaf-Litter	Geophilomorpha	order	28S and COI	Arthropoda	Chilopoda	Geophilomorpha
NZAC03014255	Plot_CM30c30	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014256	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014260	Plot_CM30c30	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03014262	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014263	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014266	Plot_CM30c30	Leaf-Litter	Hemiptera	order	28S and COI	Arthropoda	Insecta	Hemiptera
NZAC03014267	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014277	Plot_CM30c30	Leaf-Litter	Staphylinidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014278	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014280	Plot_CM30c30	Leaf-Litter	Pseudoscorpiones	order	28S and COI	Arthropoda	Arachnida	Pseudoscorpiones
NZAC03014281	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014289	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014293	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014294	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014304	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014308	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014311	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014314	Plot_LB1	Leaf-Litter	Hymenoptera	order	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03014315	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014319	Plot_LB1	Leaf-Litter	Ptiliidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014322	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014330	Plot_CM30c30	Leaf-Litter	Curculionidae	family	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014337	Plot_LB1	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
NZAC03014345	Plot_CM30c30	Leaf-Litter	Araneae	order	28S and COI	Arthropoda	Arachnida	Araneae
NZAC03014351	Plot_CM30c30	Leaf-Litter	Formicidae	family	28S and COI	Arthropoda	Insecta	Hymenoptera
NZAC03014354	Plot_CM30c30	Leaf-Litter	Coleoptera	order	28S and COI	Arthropoda	Insecta	Coleoptera
